일자,주가,전일대비,전일대비가격,거래량,변동수량,보유비중,보유주식수,취득가능주식수,외국인한도,한도소진율
2019-05-21,"106,200",▼,"-5,300","133,250","54,698",23.83,"2,062,218","6,592,234","8,654,452",23.83%
2019-05-20,"111,500",▼,"-3,800","186,718","-94,219",23.2,"2,007,520","6,646,932","8,654,452",23.20%
2019-05-17,"115,300",▼,-500,"38,470","11,506",24.29,"2,101,739","6,552,713","8,654,452",24.29%
2019-05-16,"115,800",▼,"-3,900","74,639","-14,350",24.15,"2,090,233","6,564,219","8,654,452",24.15%
2019-05-15,"119,700",▲,"3,000","47,805","-12,692",24.32,"2,104,583","6,549,869","8,654,452",24.32%
2019-05-14,"116,700",▲,700,"86,885","-14,697",24.46,"2,117,275","6,537,177","8,654,452",24.46%
2019-05-13,"116,000", ,0,"62,964","-12,317",24.63,"2,131,972","6,522,480","8,654,452",24.63%
2019-05-10,"116,000",▼,"-1,300","86,827","86,934",24.78,"2,144,289","6,510,163","8,654,452",24.78%
2019-05-09,"117,300",▼,"-1,800","87,095","29,051",23.77,"2,057,355","6,597,097","8,654,452",23.77%
2019-05-08,"119,100",▼,"-1,900","94,465","-31,529",23.44,"2,028,304","6,626,148","8,654,452",23.44%
2019-05-07,"121,000",▲,"4,200","161,185","-63,304",23.8,"2,059,833","6,594,619","8,654,452",23.80%
2019-05-03,"116,800",▲,"3,100","194,558","-50,319",24.53,"2,123,137","6,531,315","8,654,452",24.53%
2019-05-02,"113,700",▼,"-6,300","329,208","33,101",25.11,"2,173,456","6,480,996","8,654,452",25.11%
2019-04-30,"120,000",▼,"-3,600","336,882","63,229",24.73,"2,140,355","6,514,097","8,654,452",24.73%
2019-04-29,"123,600",▼,"-14,000","367,578","-64,001",24,"2,077,126","6,577,326","8,654,452",24.00%
2019-04-26,"137,600",▲,"1,900","137,267","-14,664",24.74,"2,141,127","6,513,325","8,654,452",24.74%
2019-04-25,"135,700",▼,"-1,800","45,535","-10,017",24.91,"2,155,791","6,498,661","8,654,452",24.91%
2019-04-24,"137,500",▼,-300,"76,388","10,959",25.03,"2,165,808","6,488,644","8,654,452",25.03%
2019-04-23,"137,800",▼,"-2,000","58,867","-6,752",24.9,"2,154,849","6,499,603","8,654,452",24.90%
2019-04-22,"139,800",▼,-300,"82,196","3,964",24.98,"2,161,601","6,492,851","8,654,452",24.98%
2019-04-19,"140,100",▼,"-3,200","153,210","7,759",24.93,"2,157,637","6,496,815","8,654,452",24.93%
2019-04-18,"143,300",▼,"-5,100","160,468","11,271",24.84,"2,149,878","6,504,574","8,654,452",24.84%
2019-04-17,"148,400",▲,"9,800","193,060",477,24.71,"2,138,607","6,515,845","8,654,452",24.71%
2019-04-16,"138,600",▲,"10,500","182,907","-86,425",24.71,"2,138,130","6,516,322","8,654,452",24.71%
2019-04-15,"128,100",▲,"2,300","77,354","-9,996",25.7,"2,224,555","6,429,897","8,654,452",25.70%
2019-04-12,"125,800",▲,"1,900","60,234","15,166",25.82,"2,234,551","6,419,901","8,654,452",25.82%
2019-04-11,"123,900",▲,"1,100","64,722","-18,908",25.68,"2,219,385","6,422,323","8,641,708",25.68%
2019-04-10,"122,800",▲,300,"80,630","-10,703",25.9,"2,238,293","6,403,415","8,641,708",25.90%
2019-04-09,"122,500",▼,-600,"65,148","13,761",26.02,"2,248,996","6,392,712","8,641,708",26.02%
2019-04-08,"123,100",▼,-300,"100,866","11,712",25.87,"2,235,235","6,406,473","8,641,708",25.87%
2019-04-05,"123,400",▼,"-3,800","90,461","3,581",25.73,"2,223,523","6,418,185","8,641,708",25.73%
2019-04-04,"127,200",▼,-500,"93,917","4,411",25.69,"2,219,942","6,421,766","8,641,708",25.69%
2019-04-03,"127,700", ,0,"64,432","1,474",25.64,"2,215,531","6,426,177","8,641,708",25.64%
2019-04-02,"127,700",▼,"-3,400","142,376","14,537",25.62,"2,214,057","6,427,651","8,641,708",25.62%
2019-04-01,"131,100",▼,"-7,300","254,188","-49,622",25.45,"2,199,520","6,442,188","8,641,708",25.45%
2019-03-29,"138,400",▲,"2,100","240,502","-7,765",26.03,"2,249,142","6,392,566","8,641,708",26.03%
2019-03-28,"136,300",▼,-700,"83,435","10,942",26.12,"2,256,907","6,384,801","8,641,708",26.12%
2019-03-27,"137,000",▲,900,"68,480","-22,607",25.99,"2,245,965","6,395,743","8,641,708",25.99%
2019-03-26,"136,100",▲,"2,200","180,147","-3,530",26.25,"2,268,572","6,373,136","8,641,708",26.25%
2019-03-25,"133,900",▲,"4,500","113,872",-604,26.29,"2,272,102","6,369,606","8,641,708",26.29%
2019-03-22,"129,400",▲,"3,900","192,590","44,468",26.3,"2,272,706","6,369,002","8,641,708",26.30%
2019-03-21,"125,500",▲,800,"170,875","-10,037",25.78,"2,228,238","6,413,470","8,641,708",25.78%
2019-03-20,"124,700",▲,"5,800","96,236","-8,950",25.9,"2,238,275","6,403,433","8,641,708",25.90%
2019-03-19,"118,900",▲,"1,000","85,618","-1,136",26,"2,247,225","6,394,483","8,641,708",26.00%
2019-03-18,"117,900",▼,-400,"73,177","20,714",26.02,"2,248,361","6,393,347","8,641,708",26.02%
2019-03-15,"118,300",▼,"-1,800","125,467","52,037",25.78,"2,227,647","6,414,061","8,641,708",25.78%
2019-03-14,"120,100",▼,"-2,400","86,152","-8,170",25.18,"2,175,610","6,466,098","8,641,708",25.18%
2019-03-13,"122,500",▲,"2,600","99,316","6,151",25.27,"2,183,780","6,457,928","8,641,708",25.27%
2019-03-12,"119,900",▲,"1,100","80,347","10,814",25.2,"2,177,629","6,464,079","8,641,708",25.20%
2019-03-11,"118,800",▲,"1,700","65,025","6,278",25.07,"2,166,815","6,474,893","8,641,708",25.07%
2019-03-08,"117,100",▲,"3,100","96,834","16,319",25,"2,160,537","6,481,171","8,641,708",25.00%
2019-03-07,"114,000",▼,"-6,500","118,870","-19,230",24.81,"2,144,218","6,497,490","8,641,708",24.81%
2019-03-06,"120,500",▲,"3,700","94,868","5,952",25.03,"2,163,448","6,478,260","8,641,708",25.03%
2019-03-05,"116,800",▼,"-1,100","86,140","6,246",24.97,"2,157,496","6,484,212","8,641,708",24.97%
2019-03-04,"117,900",▲,"1,300","109,162","-6,414",24.89,"2,151,250","6,490,458","8,641,708",24.89%
2019-02-28,"116,600",▲,"4,600","195,512","-4,699",24.97,"2,157,664","6,484,044","8,641,708",24.97%
2019-02-27,"112,000",▲,"9,200","179,114","41,247",25.02,"2,162,363","6,479,345","8,641,708",25.02%
2019-02-26,"102,800",▼,"-1,900","95,505","5,611",24.55,"2,121,116","6,520,592","8,641,708",24.55%
2019-02-25,"104,700",▼,-800,"47,232","8,164",24.48,"2,115,505","6,526,203","8,641,708",24.48%
2019-02-22,"105,500",▼,-100,"54,753","2,680",24.39,"2,107,341","6,534,367","8,641,708",24.39%
2019-02-21,"105,600", ,0,"70,368","-2,008",24.35,"2,104,661","6,537,047","8,641,708",24.35%
2019-02-20,"105,600",▲,800,"59,539","-13,799",24.38,"2,106,669","6,535,039","8,641,708",24.38%
2019-02-19,"104,800",▲,"3,300","136,497","5,522",24.54,"2,120,468","6,521,240","8,641,708",24.54%
2019-02-18,"101,500",▲,"3,100","99,610","-6,705",24.47,"2,114,946","6,526,762","8,641,708",24.47%
2019-02-15,"98,400", ,0,"73,341","24,528",24.55,"2,121,651","6,520,057","8,641,708",24.55%
2019-02-14,"98,400",▼,-100,"84,563","17,335",24.27,"2,097,123","6,544,585","8,641,708",24.27%
2019-02-13,"98,500",▲,"2,400","153,100","6,045",24.07,"2,079,788","6,561,920","8,641,708",24.07%
2019-02-12,"96,100",▼,"-3,100","125,787","11,877",24,"2,073,743","6,567,965","8,641,708",24.00%
2019-02-11,"99,200",▲,"3,100","203,189","64,354",23.86,"2,061,866","6,579,842","8,641,708",23.86%
2019-02-08,"96,100",▲,"1,100","77,869","-9,877",23.11,"1,997,512","6,644,196","8,641,708",23.11%
2019-02-07,"95,000",▲,"1,500","168,955","16,851",23.23,"2,007,389","6,634,319","8,641,708",23.23%
2019-02-01,"93,500",▲,"2,500","118,183","22,915",23.03,"1,990,538","6,651,170","8,641,708",23.03%
2019-01-31,"91,000",▲,"3,000","126,809","60,145",22.77,"1,967,623","6,674,085","8,641,708",22.77%
2019-01-30,"88,000",▲,"2,000","99,527","20,387",22.07,"1,907,478","6,734,230","8,641,708",22.07%
2019-01-29,"86,000",▼,-100,"37,054","-2,382",21.84,"1,887,091","6,754,617","8,641,708",21.84%
2019-01-28,"86,100",▲,600,"74,386","17,611",21.86,"1,889,473","6,752,235","8,641,708",21.86%
2019-01-25,"85,500",▲,500,"31,671","9,468",21.66,"1,871,862","6,769,846","8,641,708",21.66%
2019-01-24,"85,000",▲,700,"26,911","5,813",21.55,"1,862,394","6,779,314","8,641,708",21.55%
2019-01-23,"84,300",▼,-900,"42,677","5,986",21.48,"1,856,581","6,785,127","8,641,708",21.48%
2019-01-22,"85,200",▲,700,"31,054",47,21.41,"1,850,595","6,791,113","8,641,708",21.41%
2019-01-21,"84,500",▲,300,"49,902","-10,852",21.41,"1,850,548","6,791,160","8,641,708",21.41%
2019-01-18,"84,200",▲,"2,700","54,021","2,698",21.54,"1,861,400","6,780,308","8,641,708",21.54%
2019-01-17,"81,500",▼,-600,"33,426","6,003",21.51,"1,858,702","6,783,006","8,641,708",21.51%
2019-01-16,"82,100",▼,"-1,300","57,148","-4,525",21.44,"1,852,699","6,789,009","8,641,708",21.44%
2019-01-15,"83,400",▲,"1,500","67,339","3,933",21.49,"1,857,224","6,784,484","8,641,708",21.49%
2019-01-14,"81,900",▼,-800,"40,482","-15,852",21.45,"1,853,291","6,788,417","8,641,708",21.45%
2019-01-11,"82,700",▲,100,"36,709","-10,561",21.63,"1,869,143","6,772,565","8,641,708",21.63%
2019-01-10,"82,600",▲,900,"57,065",-782,21.75,"1,879,704","6,762,004","8,641,708",21.75%
2019-01-09,"81,700", ,0,"64,076","-14,487",21.76,"1,880,486","6,761,222","8,641,708",21.76%
2019-01-08,"81,700",▼,"-2,700","107,334","5,967",21.93,"1,894,973","6,746,735","8,641,708",21.93%
2019-01-07,"84,400",▼,"-1,700","119,867","-27,042",21.86,"1,889,006","6,752,702","8,641,708",21.86%
2019-01-04,"86,100",▲,600,"102,320","-14,332",22.17,"1,916,048","6,725,660","8,641,708",22.17%
2019-01-03,"85,500",▼,"-4,300","129,448","-37,120",22.34,"1,930,380","6,711,328","8,641,708",22.34%
2019-01-02,"89,800",▼,"-2,200","123,880","-21,258",22.77,"1,967,500","6,674,208","8,641,708",22.77%
2018-12-28,"92,000",▲,"1,800","93,870","-21,397",23.01,"1,988,758","6,652,950","8,641,708",23.01%
2018-12-27,"90,200",▲,"1,800","212,273","-33,190",23.26,"2,010,155","6,631,553","8,641,708",23.26%
2018-12-26,"88,400",▲,"1,800","204,247","41,482",23.65,"2,043,345","6,598,363","8,641,708",23.65%
2018-12-24,"86,600",▲,"1,300","114,646","21,059",23.17,"2,001,863","6,639,845","8,641,708",23.17%
2018-12-21,"85,300",▼,-800,"74,396","-3,711",22.92,"1,980,804","6,660,904","8,641,708",22.92%
2018-12-20,"86,100",▼,-900,"105,338","23,318",22.96,"1,984,515","6,657,193","8,641,708",22.96%
2018-12-19,"87,000",▲,"2,400","111,656","23,896",22.69,"1,961,197","6,680,511","8,641,708",22.69%
2018-12-18,"84,600",▲,400,"66,323","6,338",22.42,"1,937,301","6,704,407","8,641,708",22.42%
2018-12-17,"84,200", ,0,"121,076","-30,629",22.34,"1,930,963","6,710,745","8,641,708",22.34%
2018-12-14,"84,200",▼,"-8,400","404,598","-115,433",22.7,"1,961,592","6,680,116","8,641,708",22.70%
2018-12-13,"92,600",▲,"3,200","406,443","-38,496",24.03,"2,077,025","6,564,683","8,641,708",24.03%
2018-12-12,"89,400",▲,"1,600","89,147","27,215",24.48,"2,115,521","6,526,187","8,641,708",24.48%
2018-12-11,"87,800",▼,-600,"58,094","5,943",24.17,"2,088,306","6,553,402","8,641,708",24.17%
2018-12-10,"88,400",▲,700,"76,652","17,615",24.1,"2,082,363","6,559,345","8,641,708",24.10%
2018-12-07,"87,700",▲,100,"105,424","3,915",23.89,"2,064,748","6,576,960","8,641,708",23.89%
2018-12-06,"87,600",▼,"-3,600","98,542","-5,973",23.85,"2,060,833","6,580,875","8,641,708",23.85%
2018-12-05,"91,200", ,0,"53,295","12,624",23.98,"2,066,806","6,551,373","8,618,179",23.98%
2018-12-04,"91,200",▼,-300,"80,420","14,816",23.84,"2,054,182","6,563,997","8,618,179",23.84%
2018-12-03,"91,500",▲,300,"61,152","9,316",23.66,"2,039,366","6,578,813","8,618,179",23.66%
2018-11-30,"91,200",▲,"2,300","178,822","23,348",23.56,"2,030,050","6,588,129","8,618,179",23.56%
2018-11-29,"88,900",▼,"-2,500","84,029","-1,308",23.28,"2,006,702","6,611,477","8,618,179",23.28%
2018-11-28,"91,400",▼,"-1,400","41,738","-7,820",23.3,"2,008,010","6,610,169","8,618,179",23.30%
2018-11-27,"92,800",▲,600,"53,271",134,23.39,"2,015,830","6,602,349","8,618,179",23.39%
2018-11-26,"92,200",▲,"1,400","62,785","8,190",23.39,"2,015,696","6,602,483","8,618,179",23.39%
2018-11-23,"90,800",▼,"-2,500","82,380",164,23.29,"2,007,506","6,610,673","8,618,179",23.29%
2018-11-22,"93,300",▼,"-2,200","197,366","1,424",23.29,"2,007,342","6,610,837","8,618,179",23.29%
2018-11-21,"95,500",▲,"2,700","159,921","2,921",23.28,"2,005,918","6,612,261","8,618,179",23.28%
2018-11-20,"92,800",▼,"-1,400","71,058","6,347",23.24,"2,002,997","6,615,182","8,618,179",23.24%
2018-11-19,"94,200",▲,"1,300","47,126","4,059",23.17,"1,996,650","6,621,529","8,618,179",23.17%
2018-11-16,"92,900", ,0,"43,618","2,967",23.12,"1,992,591","6,625,588","8,618,179",23.12%
2018-11-15,"92,900",▲,"3,000","79,960","-1,253",23.09,"1,989,624","6,628,555","8,618,179",23.09%
2018-11-14,"89,900",▲,"3,300","91,566","8,958",23.1,"1,990,877","6,627,302","8,618,179",23.10%
2018-11-13,"86,600",▼,-800,"73,613","12,287",23,"1,981,919","6,636,260","8,618,179",23.00%
2018-11-12,"87,400",▼,"-4,100","86,912","10,595",22.85,"1,969,632","6,648,547","8,618,179",22.85%
2018-11-09,"91,500",▼,-300,"89,998","2,867",22.73,"1,959,037","6,659,142","8,618,179",22.73%
2018-11-08,"91,800",▲,200,"102,021","3,951",22.7,"1,956,170","6,662,009","8,618,179",22.70%
2018-11-07,"91,600",▲,"1,800","110,132","8,763",22.65,"1,952,219","6,665,960","8,618,179",22.65%
2018-11-06,"89,800",▼,-100,"62,030","-5,566",22.55,"1,943,456","6,674,723","8,618,179",22.55%
2018-11-05,"89,900",▼,-100,"86,982",832,22.62,"1,949,022","6,669,157","8,618,179",22.62%
2018-11-02,"90,000",▲,"3,100","118,010",-610,22.61,"1,948,190","6,669,989","8,618,179",22.61%
2018-11-01,"86,900",▲,"7,700","191,845","23,285",22.61,"1,948,800","6,669,379","8,618,179",22.61%
2018-10-31,"79,200",▲,"1,100","63,725","3,803",22.34,"1,925,515","6,692,664","8,618,179",22.34%
2018-10-30,"78,100",▲,"1,200","82,886","3,644",22.3,"1,921,712","6,696,467","8,618,179",22.30%
2018-10-29,"76,900",▼,"-3,400","68,189","-4,645",22.26,"1,918,068","6,700,111","8,618,179",22.26%
2018-10-26,"80,300",▲,400,"52,906","-7,739",22.31,"1,922,713","6,695,466","8,618,179",22.31%
2018-10-25,"79,900",▼,-800,"71,750","3,508",22.4,"1,930,452","6,687,727","8,618,179",22.40%
2018-10-24,"80,700",▼,"-1,800","51,993","-8,264",22.36,"1,926,944","6,691,235","8,618,179",22.36%
2018-10-23,"82,500",▼,"-3,800","65,476","-19,787",22.45,"1,935,208","6,682,971","8,618,179",22.45%
2018-10-22,"86,300",▲,"3,700","59,709","4,430",22.68,"1,954,995","6,663,184","8,618,179",22.68%
2018-10-19,"82,600",▼,-400,"29,884","-3,587",22.63,"1,950,565","6,667,614","8,618,179",22.63%
2018-10-18,"83,000",▲,500,"46,864","-6,456",22.67,"1,954,152","6,664,027","8,618,179",22.67%
2018-10-17,"82,500",▲,400,"33,648","-12,730",22.75,"1,960,608","6,657,571","8,618,179",22.75%
2018-10-16,"82,100",▲,900,"37,080","-12,158",22.9,"1,973,338","6,644,841","8,618,179",22.90%
2018-10-15,"81,200",▲,"1,200","66,788","-5,651",23.04,"1,985,496","6,632,683","8,618,179",23.04%
2018-10-12,"80,000",▲,"2,100","79,296","6,818",23.1,"1,991,147","6,627,032","8,618,179",23.10%
2018-10-11,"77,900",▼,"-4,200","102,833","17,224",23.02,"1,984,329","6,633,850","8,618,179",23.02%
2018-10-10,"82,100",▼,"-2,100","60,774","7,183",22.83,"1,967,105","6,651,074","8,618,179",22.83%
2018-10-08,"84,200",▼,"-1,600","55,200","2,457",22.74,"1,959,922","6,658,257","8,618,179",22.74%
2018-10-05,"85,800",▼,-900,"53,132","-5,336",22.71,"1,957,465","6,660,714","8,618,179",22.71%
2018-10-04,"86,700",▲,"1,000","56,275","12,825",22.78,"1,962,801","6,655,378","8,618,179",22.78%
2018-10-02,"85,700",▼,"-5,400","92,735","8,998",22.63,"1,949,976","6,668,203","8,618,179",22.63%
2018-10-01,"91,100",▲,100,"75,120","9,029",22.52,"1,940,978","6,677,201","8,618,179",22.52%
2018-09-28,"91,000",▼,"-5,000","102,168","-20,619",22.42,"1,931,949","6,686,230","8,618,179",22.42%
2018-09-27,"96,000",▲,"2,900","54,736","7,271",22.66,"1,952,568","6,665,611","8,618,179",22.66%
2018-09-21,"93,100",▲,"3,100","42,108","10,571",22.57,"1,945,297","6,672,882","8,618,179",22.57%
2018-09-20,"90,000", ,0,"106,829","1,458",22.45,"1,934,726","6,683,453","8,618,179",22.45%
2018-09-19,"90,000",▼,-500,"58,081",-2,22.43,"1,933,268","6,684,911","8,618,179",22.43%
2018-09-18,"90,500",▲,"1,400","43,712","9,084",22.43,"1,933,270","6,684,909","8,618,179",22.43%
2018-09-17,"89,100",▼,"-1,100","72,279","2,102",22.33,"1,924,186","6,693,993","8,618,179",22.33%
2018-09-14,"90,200",▼,-500,"77,553","5,051",22.3,"1,922,084","6,696,095","8,618,179",22.30%
2018-09-13,"90,700",▲,"2,300","126,966","-18,457",22.24,"1,917,033","6,701,146","8,618,179",22.24%
2018-09-12,"88,400",▲,"5,700","147,205","2,236",22.46,"1,935,490","6,682,689","8,618,179",22.46%
2018-09-11,"82,700",▲,"3,600","78,699","17,178",22.43,"1,933,254","6,684,925","8,618,179",22.43%
2018-09-10,"79,100",▲,100,"84,366","4,159",22.23,"1,916,076","6,702,103","8,618,179",22.23%
2018-09-07,"79,000",▼,-900,"59,166","1,883",22.18,"1,911,917","6,706,262","8,618,179",22.18%
2018-09-06,"79,900", ,0,"91,229","4,391",22.16,"1,910,034","6,708,145","8,618,179",22.16%
2018-09-05,"79,900",▲,800,"84,826","2,831",22.11,"1,905,643","6,712,536","8,618,179",22.11%
2018-09-04,"79,100",▼,"-3,100","247,128","12,243",22.08,"1,902,812","6,715,367","8,618,179",22.08%
2018-09-03,"82,200",▲,"6,700","257,143","53,915",21.94,"1,890,569","6,727,610","8,618,179",21.94%
2018-08-31,"75,500",▲,"7,100","309,729","34,328",21.31,"1,836,654","6,781,525","8,618,179",21.31%
2018-08-30,"68,400",▲,"5,000","133,695","23,089",20.91,"1,802,326","6,815,853","8,618,179",20.91%
2018-08-29,"63,400",▲,"1,400","23,225","-1,771",20.65,"1,779,237","6,838,942","8,618,179",20.65%
2018-08-28,"62,000",▼,-900,"38,528",-331,20.67,"1,781,008","6,837,171","8,618,179",20.67%
2018-08-27,"62,900",▲,"1,400","36,999","7,928",20.67,"1,781,339","6,836,840","8,618,179",20.67%
2018-08-24,"61,500",▼,-100,"25,071","4,887",20.58,"1,773,411","6,844,768","8,618,179",20.58%
2018-08-23,"61,600",▲,800,"43,469","7,551",20.52,"1,768,524","6,849,655","8,618,179",20.52%
2018-08-22,"60,800",▼,-300,"23,518","-5,385",20.43,"1,760,973","6,857,206","8,618,179",20.43%
2018-08-21,"61,100",▲,"1,600","47,054","13,430",20.5,"1,766,358","6,851,821","8,618,179",20.50%
2018-08-20,"59,500",▼,-200,"26,721","-2,109",20.34,"1,752,928","6,865,251","8,618,179",20.34%
2018-08-17,"59,700",▲,"1,300","36,354","11,385",20.36,"1,755,037","6,863,142","8,618,179",20.36%
2018-08-16,"58,400", ,0,"28,467","-1,173",20.23,"1,743,652","6,874,527","8,618,179",20.23%
2018-08-14,"58,400",▲,900,"29,220","-1,570",20.25,"1,744,825","6,873,354","8,618,179",20.25%
2018-08-13,"57,500",▼,"-2,500","73,487","-12,736",20.26,"1,746,395","6,871,784","8,618,179",20.26%
2018-08-10,"60,000",▼,"-1,500","39,609","-5,508",20.41,"1,759,131","6,859,048","8,618,179",20.41%
2018-08-09,"61,500",▲,"2,000","71,338","4,742",20.48,"1,764,639","6,853,540","8,618,179",20.48%
2018-08-08,"59,500",▲,"2,500","73,773","10,222",20.42,"1,759,897","6,858,282","8,618,179",20.42%
2018-08-07,"57,000",▲,"1,100","188,096","4,960",20.3,"1,749,675","6,868,504","8,618,179",20.30%
2018-08-06,"55,900",▼,"-1,300","26,715","-1,349",20.24,"1,744,715","6,873,464","8,618,179",20.24%
2018-08-03,"57,200",▲,100,"17,616",633,20.26,"1,746,064","6,872,115","8,618,179",20.26%
2018-08-02,"57,100",▲,300,"22,749","-2,280",20.25,"1,745,431","6,872,748","8,618,179",20.25%
2018-08-01,"56,800",▲,400,"29,469","6,409",20.28,"1,747,711","6,870,468","8,618,179",20.28%
2018-07-31,"56,400",▲,"1,700","43,595","8,779",20.2,"1,741,302","6,876,877","8,618,179",20.20%
2018-07-30,"54,700",▼,"-4,900","171,209","-31,629",20.1,"1,732,523","6,885,656","8,618,179",20.10%
2018-07-27,"59,600",▼,-400,"32,031","-4,524",20.47,"1,764,152","6,854,027","8,618,179",20.47%
2018-07-26,"60,000",▲,"2,400","58,766","4,370",20.52,"1,768,676","6,849,503","8,618,179",20.52%
2018-07-25,"57,600",▼,"-1,900","71,058","-11,183",20.47,"1,764,306","6,853,873","8,618,179",20.47%
2018-07-24,"59,500",▲,"1,500","36,716","1,127",20.6,"1,775,489","6,842,690","8,618,179",20.60%
2018-07-23,"58,000",▼,"-2,300","49,588","-5,482",20.59,"1,774,362","6,843,817","8,618,179",20.59%
2018-07-20,"60,300",▼,"-1,300","59,210","8,079",20.65,"1,779,844","6,838,335","8,618,179",20.65%
2018-07-19,"61,600",▼,"-1,500","65,542","7,442",20.56,"1,771,765","6,846,414","8,618,179",20.56%
2018-07-18,"63,100",▼,"-1,100","50,362","-3,988",20.47,"1,764,323","6,853,856","8,618,179",20.47%
2018-07-17,"64,200",▲,300,"146,337","6,826",20.52,"1,768,311","6,849,868","8,618,179",20.52%
2018-07-16,"63,900",▲,"2,400","66,651","2,686",20.44,"1,761,485","6,856,694","8,618,179",20.44%
2018-07-13,"61,500",▲,"1,400","56,672","3,692",20.41,"1,758,799","6,859,380","8,618,179",20.41%
2018-07-12,"60,100",▲,"1,600","41,655","5,763",20.37,"1,755,107","6,863,072","8,618,179",20.37%
2018-07-11,"58,500",▼,-900,"124,051","-4,919",20.3,"1,749,344","6,868,835","8,618,179",20.30%
2018-07-10,"59,400",▲,"3,900","226,053","10,196",20.36,"1,754,263","6,863,916","8,618,179",20.36%
2018-07-09,"55,500",▲,"1,100","28,228",657,20.3,"1,744,067","6,845,583","8,589,650",20.30%
2018-07-06,"54,400",▲,100,"23,076","2,028",20.3,"1,743,410","6,846,240","8,589,650",20.30%
2018-07-05,"54,300",▲,400,"35,140","-6,101",20.27,"1,741,382","6,848,268","8,589,650",20.27%
2018-07-04,"53,900",▲,"2,000","31,837","3,343",20.34,"1,747,483","6,842,167","8,589,650",20.34%
2018-07-03,"51,900",▼,-100,"28,176",-551,20.31,"1,744,140","6,845,510","8,589,650",20.31%
2018-07-02,"52,000",▼,"-2,200","54,215","2,022",20.31,"1,744,691","6,844,959","8,589,650",20.31%
2018-06-29,"54,200",▼,"-2,300","53,416","-5,674",20.29,"1,742,669","6,846,981","8,589,650",20.29%
2018-06-28,"56,500",▼,"-1,000","28,206","-7,444",20.35,"1,748,343","6,841,307","8,589,650",20.35%
2018-06-27,"57,500",▼,-700,"24,095","1,700",20.44,"1,755,787","6,833,863","8,589,650",20.44%
2018-06-26,"58,200",▲,"1,000","23,726","7,505",20.42,"1,754,087","6,835,563","8,589,650",20.42%
2018-06-25,"57,200",▼,-200,"39,647","1,069",20.33,"1,746,582","6,843,068","8,589,650",20.33%
2018-06-22,"57,400",▼,-300,"50,457","1,721",20.32,"1,745,513","6,844,137","8,589,650",20.32%
2018-06-21,"57,700",▼,-200,"33,343","1,127",20.3,"1,743,792","6,845,858","8,589,650",20.30%
2018-06-20,"57,900",▼,-400,"47,853","-1,268",20.29,"1,742,665","6,846,985","8,589,650",20.29%
2018-06-19,"58,300",▼,"-3,100","77,867","-16,828",20.3,"1,743,933","6,845,717","8,589,650",20.30%
2018-06-18,"61,400",▲,"1,500","134,539",-829,20.5,"1,760,761","6,828,889","8,589,650",20.50%
2018-06-15,"59,900",▼,-400,"37,572",940,20.54,"1,761,590","6,813,355","8,574,945",20.54%
2018-06-14,"60,300",▲,200,"47,094","-7,463",20.53,"1,760,650","6,814,295","8,574,945",20.53%
2018-06-12,"60,100",▲,"1,800","72,811","2,456",20.62,"1,768,113","6,806,832","8,574,945",20.62%
2018-06-11,"58,300",▲,600,"75,574",-879,20.59,"1,765,657","6,809,288","8,574,945",20.59%
2018-06-08,"57,700",▲,"2,800","86,425","6,271",20.6,"1,766,536","6,808,409","8,574,945",20.60%
2018-06-07,"54,900",▲,"1,400","48,512","8,549",20.53,"1,760,265","6,814,680","8,574,945",20.53%
2018-06-05,"53,500",▼,"-1,900","54,602",-990,20.43,"1,751,716","6,823,229","8,574,945",20.43%
2018-06-04,"55,400",▼,-500,"72,500","-9,175",20.44,"1,752,706","6,822,239","8,574,945",20.44%
2018-06-01,"55,900",▲,500,"35,781","6,682",20.55,"1,761,881","6,813,064","8,574,945",20.55%
2018-05-31,"55,400",▼,"-1,000","109,750","-3,216",20.47,"1,755,199","6,819,746","8,574,945",20.47%
2018-05-30,"56,400",▲,100,"45,205","-6,034",20.51,"1,758,415","6,816,530","8,574,945",20.51%
2018-05-29,"56,300",▲,500,"74,428","-2,580",20.58,"1,764,449","6,810,496","8,574,945",20.58%
2018-05-28,"55,800",▲,800,"64,653","5,850",20.62,"1,767,029","6,802,034","8,569,063",20.62%
2018-05-25,"55,000",▼,-600,"32,933","-2,487",20.55,"1,761,179","6,807,884","8,569,063",20.55%
2018-05-24,"55,600",▲,600,"34,971","14,962",20.58,"1,763,666","6,805,397","8,569,063",20.58%
2018-05-23,"55,000",▼,"-1,300","73,347","-8,325",20.41,"1,748,704","6,820,359","8,569,063",20.41%
2018-05-21,"56,300",▼,-500,"32,370","-6,309",20.5,"1,757,029","6,812,034","8,569,063",20.50%
2018-05-18,"56,800",▲,500,"32,825","1,408",20.58,"1,763,338","6,805,725","8,569,063",20.58%
2018-05-17,"56,300", ,0,"52,933","-5,022",20.56,"1,761,930","6,807,133","8,569,063",20.56%
2018-05-16,"56,300",▼,-600,"40,411","-10,254",20.62,"1,766,952","6,802,111","8,569,063",20.62%
2018-05-15,"56,900",▲,600,"34,896","2,577",20.74,"1,777,206","6,791,857","8,569,063",20.74%
2018-05-14,"56,300", ,0,"49,979","-3,557",20.71,"1,774,629","6,794,434","8,569,063",20.71%
