일자,주가,전일대비,전일대비가격,거래량,변동수량,보유비중,보유주식수,취득가능주식수,외국인한도,한도소진율
2020-05-20,"184,900",▲,"4,600","151,133","-13,660",17.89,"1,557,206","7,148,746","8,705,952",17.89%
2020-05-19,"180,300",▲,"4,300","94,050","-7,661",18.04,"1,570,866","7,135,086","8,705,952",18.04%
2020-05-18,"176,000",▼,-700,"64,459","-11,262",18.13,"1,578,527","7,127,425","8,705,952",18.13%
2020-05-15,"176,700",▼,-300,"89,327","3,919",18.26,"1,589,789","7,116,163","8,705,952",18.26%
2020-05-14,"177,000",▼,"-6,500","103,268","6,404",18.22,"1,585,870","7,120,082","8,705,952",18.22%
2020-05-13,"183,500",▼,-600,"66,276","2,658",18.14,"1,579,466","7,126,486","8,705,952",18.14%
2020-05-12,"184,100",▼,-300,"105,896",-617,18.11,"1,576,808","7,129,144","8,705,952",18.11%
2020-05-11,"184,400",▼,"-2,300","99,437","-11,728",18.12,"1,577,425","7,128,527","8,705,952",18.12%
2020-05-08,"186,700",▲,"10,700","156,880","-15,734",18.25,"1,589,153","7,116,799","8,705,952",18.25%
2020-05-07,"176,000",▲,"4,300","77,495","-1,223",18.43,"1,604,887","7,101,065","8,705,952",18.43%
2020-05-06,"171,700",▲,"18,100","193,496","22,228",18.45,"1,606,110","7,099,842","8,705,952",18.45%
2020-05-04,"153,600",▼,"-2,100","54,591","-3,301",18.19,"1,583,882","7,122,070","8,705,952",18.19%
2020-04-29,"155,700",▲,100,"43,257",-572,18.23,"1,587,183","7,118,769","8,705,952",18.23%
2020-04-28,"155,600",▼,-400,"59,994","-3,775",18.24,"1,587,755","7,118,197","8,705,952",18.24%
2020-04-27,"156,000",▲,"3,000","55,860","6,663",18.28,"1,591,530","7,114,422","8,705,952",18.28%
2020-04-24,"153,000",▼,"-3,000","102,596",157,18.2,"1,584,867","7,121,085","8,705,952",18.20%
2020-04-23,"156,000",▲,"4,300","90,911","-1,250",18.2,"1,584,710","7,121,242","8,705,952",18.20%
2020-04-22,"151,700",▲,"1,400","79,370","-16,216",18.22,"1,585,960","7,119,992","8,705,952",18.22%
2020-04-21,"150,300",▼,"-5,000","199,310",121,18.4,"1,602,176","7,103,776","8,705,952",18.40%
2020-04-20,"155,300",▲,"2,800","112,590",545,18.4,"1,602,055","7,103,897","8,705,952",18.40%
2020-04-17,"152,500",▲,"6,000","164,708","-7,778",18.4,"1,601,510","7,104,442","8,705,952",18.40%
2020-04-16,"146,500",▲,"10,900","219,290","-18,088",18.48,"1,609,288","7,096,664","8,705,952",18.48%
2020-04-14,"135,600",▲,"7,900","101,059","20,905",18.69,"1,627,376","7,078,576","8,705,952",18.69%
2020-04-13,"127,700",▼,"-6,200","92,196","-5,349",18.45,"1,606,471","7,099,481","8,705,952",18.45%
2020-04-10,"133,900",▼,"-4,600","149,384","-1,139",18.51,"1,611,820","7,094,132","8,705,952",18.51%
2020-04-09,"138,500",▲,"6,500","119,263","-14,093",18.53,"1,612,959","7,092,993","8,705,952",18.53%
2020-04-08,"132,000",▲,"2,200","122,005","-20,857",18.69,"1,627,052","7,078,900","8,705,952",18.69%
2020-04-07,"129,800",▲,"4,100","104,995","-17,113",18.93,"1,647,909","7,058,043","8,705,952",18.93%
2020-04-06,"125,700",▲,"3,400","99,131","2,335",19.13,"1,665,022","7,040,930","8,705,952",19.13%
2020-04-03,"122,300",▼,"-1,700","91,161","-1,029",19.1,"1,662,687","7,043,265","8,705,952",19.10%
2020-04-02,"124,000",▲,"1,700","124,522","9,882",19.11,"1,663,716","7,042,236","8,705,952",19.11%
2020-04-01,"122,300",▼,"-7,800","165,313","-1,969",19,"1,653,834","7,052,118","8,705,952",19.00%
2020-03-31,"130,100",▲,"5,000","194,043","-52,526",19.02,"1,655,803","7,050,149","8,705,952",19.02%
2020-03-30,"125,100",▼,"-3,000","195,021","17,593",19.62,"1,708,329","6,997,623","8,705,952",19.62%
2020-03-27,"128,100",▲,"17,100","693,668","-20,725",19.42,"1,690,736","7,015,216","8,705,952",19.42%
2020-03-26,"111,000",▲,"2,800","264,979","3,484",19.66,"1,711,461","6,994,491","8,705,952",19.66%
2020-03-25,"108,200",▲,"3,800","201,357","-9,173",19.62,"1,707,977","6,997,975","8,705,952",19.62%
2020-03-24,"104,400",▲,"7,400","286,070","-5,825",19.72,"1,717,150","6,988,802","8,705,952",19.72%
2020-03-23,"97,000",▼,"-10,000","233,701","-16,629",19.79,"1,722,975","6,982,977","8,705,952",19.79%
2020-03-20,"107,000",▲,"18,100","286,715","20,906",19.98,"1,739,604","6,966,348","8,705,952",19.98%
2020-03-19,"88,900",▼,"-17,600","443,019","4,623",19.74,"1,718,698","6,987,254","8,705,952",19.74%
2020-03-18,"106,500",▼,"-10,000","173,807","-45,856",19.69,"1,714,075","6,991,877","8,705,952",19.69%
2020-03-17,"116,500",▲,"3,600","217,118","-27,576",20.22,"1,759,931","6,946,021","8,705,952",20.22%
2020-03-16,"112,900",▼,"-3,700","244,423","-2,918",20.53,"1,787,507","6,918,445","8,705,952",20.53%
2020-03-13,"116,600",▼,"-8,400","506,186","62,915",20.57,"1,790,425","6,915,527","8,705,952",20.57%
2020-03-12,"125,000",▼,"-12,000","260,347","27,847",19.84,"1,727,510","6,978,442","8,705,952",19.84%
2020-03-11,"137,000",▼,"-5,900","87,476","-15,124",19.52,"1,699,663","7,006,289","8,705,952",19.52%
2020-03-10,"142,900",▲,"5,200","160,289","38,073",19.7,"1,714,787","6,991,165","8,705,952",19.70%
2020-03-09,"137,700",▼,"-6,500","105,907","-1,420",19.26,"1,676,714","7,029,238","8,705,952",19.26%
2020-03-06,"144,200",▼,"-6,300","111,172","-28,234",19.28,"1,678,134","7,027,818","8,705,952",19.28%
2020-03-05,"150,500",▲,"1,600","107,352","11,761",19.6,"1,706,368","6,999,584","8,705,952",19.60%
2020-03-04,"148,900",▲,"3,200","93,931","1,928",19.46,"1,694,607","7,011,345","8,705,952",19.46%
2020-03-03,"145,700",▲,"1,700","131,785","5,292",19.44,"1,692,679","7,013,273","8,705,952",19.44%
2020-03-02,"144,000",▲,"4,200","104,979","19,623",19.38,"1,687,387","7,018,565","8,705,952",19.38%
2020-02-28,"139,800",▼,"-3,400","140,708","-4,841",19.16,"1,667,764","7,038,188","8,705,952",19.16%
2020-02-27,"143,200",▼,-500,"108,091","-4,812",19.21,"1,672,605","7,033,347","8,705,952",19.21%
2020-02-26,"143,700",▼,"-2,000","94,969","-10,664",19.27,"1,677,417","7,028,535","8,705,952",19.27%
2020-02-25,"145,700",▲,"6,300","158,605","6,915",19.39,"1,688,081","7,017,871","8,705,952",19.39%
2020-02-24,"139,400",▼,"-7,500","169,386","34,485",19.31,"1,681,166","7,024,786","8,705,952",19.31%
2020-02-21,"146,900",▼,"-4,000","131,682","18,693",18.91,"1,646,681","7,059,271","8,705,952",18.91%
2020-02-20,"150,900",▼,"-4,100","138,507","20,151",18.7,"1,627,988","7,077,964","8,705,952",18.70%
2020-02-19,"155,000",▼,"-4,100","128,346","16,344",18.47,"1,607,837","7,098,115","8,705,952",18.47%
2020-02-18,"159,100",▲,"3,900","191,661","18,740",18.28,"1,591,493","7,114,459","8,705,952",18.28%
2020-02-17,"155,200",▼,"-17,800","556,908","-84,457",18.07,"1,572,753","7,133,199","8,705,952",18.07%
2020-02-14,"173,000",▼,"-2,700","53,950","-8,973",19.04,"1,657,210","7,048,742","8,705,952",19.04%
2020-02-13,"175,700",▼,"-3,100","75,316",-496,19.14,"1,666,183","7,039,769","8,705,952",19.14%
2020-02-12,"178,800",▼,"-1,000","55,895","-10,711",19.14,"1,666,679","7,039,273","8,705,952",19.14%
2020-02-11,"179,800",▲,"2,200","83,365","-34,725",19.27,"1,677,390","7,028,562","8,705,952",19.27%
2020-02-10,"177,600",▲,"4,200","102,541","-5,947",19.67,"1,712,115","6,993,837","8,705,952",19.67%
2020-02-07,"173,400",▼,-500,"80,419","-29,947",19.73,"1,718,062","6,987,890","8,705,952",19.73%
2020-02-06,"173,900",▲,"3,400","77,400","-11,266",20.08,"1,748,009","6,957,943","8,705,952",20.08%
2020-02-05,"170,500",▼,"-1,400","73,208","16,476",20.21,"1,759,275","6,946,677","8,705,952",20.21%
2020-02-04,"171,900",▲,"4,900","101,477","39,276",20.02,"1,742,799","6,963,153","8,705,952",20.02%
2020-02-03,"167,000",▲,"1,900","145,783","15,811",19.57,"1,703,523","7,002,429","8,705,952",19.57%
2020-01-31,"165,100",▼,"-6,200","128,976","-1,394",19.39,"1,687,712","7,018,240","8,705,952",19.39%
2020-01-30,"171,300",▼,"-8,700","95,702",129,19.4,"1,689,106","7,016,846","8,705,952",19.40%
2020-01-29,"180,000",▲,"11,200","138,914","28,929",19.4,"1,688,977","7,016,975","8,705,952",19.40%
2020-01-28,"168,800",▼,"-9,700","160,032","12,076",19.07,"1,660,048","7,045,904","8,705,952",19.07%
2020-01-23,"178,500",▼,"-5,200","70,566","-16,109",18.93,"1,647,972","7,057,980","8,705,952",18.93%
2020-01-22,"183,700",▲,"4,900","57,134","11,916",19.11,"1,664,081","7,041,871","8,705,952",19.11%
2020-01-21,"178,800",▼,"-4,500","109,410","-12,497",18.98,"1,652,165","7,053,787","8,705,952",18.98%
2020-01-20,"183,300",▼,"-1,700","45,877","-20,748",19.12,"1,664,662","7,041,290","8,705,952",19.12%
2020-01-17,"185,000",▼,"-2,700","76,963","14,419",19.36,"1,685,410","7,020,542","8,705,952",19.36%
2020-01-16,"187,700",▲,"5,900","97,869","14,506",19.19,"1,670,991","7,034,961","8,705,952",19.19%
2020-01-15,"181,800",▼,-800,"55,301","-4,173",19.03,"1,656,485","7,049,467","8,705,952",19.03%
2020-01-14,"182,600",▼,"-3,600","107,523","-2,722",19.07,"1,660,658","7,045,294","8,705,952",19.07%
2020-01-13,"186,200",▼,"-3,700","122,908","-13,946",19.11,"1,663,380","7,042,572","8,705,952",19.11%
2020-01-10,"189,900",▲,"4,900","139,065","-19,280",19.27,"1,677,326","7,028,626","8,705,952",19.27%
2020-01-09,"185,000",▲,"13,100","176,209","-5,521",19.49,"1,696,606","7,009,346","8,705,952",19.49%
2020-01-08,"171,900",▼,"-13,200","362,745","-14,210",19.55,"1,702,127","7,003,825","8,705,952",19.55%
2020-01-07,"185,100",▲,"5,700","103,891","-11,741",19.71,"1,716,337","6,989,615","8,705,952",19.71%
2020-01-06,"179,400",▼,"-11,700","222,610","-12,417",19.85,"1,728,078","6,977,874","8,705,952",19.85%
2020-01-03,"191,100",▼,"-2,700","228,465","-14,956",19.99,"1,740,495","6,965,457","8,705,952",19.99%
2020-01-02,"193,800",▲,"2,500","319,233","-22,187",20.16,"1,755,451","6,950,501","8,705,952",20.16%
2019-12-30,"191,300",▲,"9,800","244,849","-35,934",20.42,"1,777,638","6,928,314","8,705,952",20.42%
2019-12-27,"181,500",▲,"20,800","652,450","-17,380",20.83,"1,813,572","6,892,380","8,705,952",20.83%
2019-12-26,"160,700",▼,"-1,300","372,576","51,176",21.03,"1,830,952","6,875,000","8,705,952",21.03%
2019-12-24,"162,000",▼,"-1,000","271,385","1,818",20.44,"1,779,776","6,926,176","8,705,952",20.44%
2019-12-23,"163,000",▲,"1,200","195,285","25,970",20.42,"1,777,958","6,927,994","8,705,952",20.42%
2019-12-20,"161,800",▲,"6,600","202,432","27,005",20.12,"1,751,988","6,953,964","8,705,952",20.12%
2019-12-19,"155,200",▼,"-1,900","159,891","-9,040",19.81,"1,724,983","6,980,969","8,705,952",19.81%
2019-12-18,"157,100",▼,"-1,900","232,948","-10,547",19.92,"1,734,023","6,971,929","8,705,952",19.92%
2019-12-17,"159,000",▲,"12,400","336,332","9,703",20.04,"1,744,570","6,961,382","8,705,952",20.04%
2019-12-16,"146,600",▲,"5,700","159,641","33,497",19.93,"1,734,867","6,971,085","8,705,952",19.93%
2019-12-13,"140,900",▼,-400,"151,208","-1,078",19.54,"1,701,370","7,004,582","8,705,952",19.54%
2019-12-12,"141,300",▲,"6,200","190,315","55,819",19.55,"1,702,448","7,003,504","8,705,952",19.55%
2019-12-11,"135,100",▼,"-6,400","142,699","14,387",18.91,"1,646,629","7,059,323","8,705,952",18.91%
2019-12-10,"141,500",▲,300,"140,924","14,189",18.75,"1,632,242","7,073,710","8,705,952",18.75%
2019-12-09,"141,200",▼,"-4,000","120,485","-18,536",18.59,"1,618,053","7,087,899","8,705,952",18.59%
2019-12-06,"145,200",▲,200,"162,385","-4,291",18.8,"1,636,589","7,069,363","8,705,952",18.80%
2019-12-05,"145,000",▼,"-5,900","234,839","9,923",18.85,"1,640,880","7,065,072","8,705,952",18.85%
2019-12-04,"150,900",▼,"-9,000","238,667","2,579",18.73,"1,630,957","7,074,995","8,705,952",18.73%
2019-12-03,"159,900",▲,"14,400","1,010,746","-37,064",18.7,"1,628,378","7,077,574","8,705,952",18.70%
2019-12-02,"145,500",▲,"5,700","234,714","-26,060",19.13,"1,665,442","7,040,510","8,705,952",19.13%
2019-11-29,"139,800",▲,700,"195,135","12,354",19.43,"1,691,502","7,014,450","8,705,952",19.43%
2019-11-28,"139,100",▼,"-6,700","214,218","-7,974",19.29,"1,679,148","7,026,804","8,705,952",19.29%
2019-11-27,"145,800",▲,"2,300","238,919","35,212",19.38,"1,687,122","7,018,830","8,705,952",19.38%
2019-11-26,"143,500",▼,"-7,000","253,348","-46,390",18.97,"1,651,910","7,054,042","8,705,952",18.97%
2019-11-25,"150,500",▲,"11,500","618,469","-47,514",19.51,"1,698,300","7,007,652","8,705,952",19.51%
2019-11-22,"139,000",▼,"-9,000","1,051,364","32,706",20.05,"1,745,814","6,960,138","8,705,952",20.05%
2019-11-21,"148,000",▼,"-5,000","572,613","-25,792",19.68,"1,713,108","6,992,844","8,705,952",19.68%
2019-11-20,"153,000",▼,"-9,100","1,057,745","44,841",19.97,"1,738,900","6,967,052","8,705,952",19.97%
2019-11-19,"162,100",▼,"-11,400","1,510,007","-70,161",19.46,"1,694,059","7,011,893","8,705,952",19.46%
2019-11-18,"173,500",▼,"-52,900","2,321,293","-55,567",20.26,"1,764,220","6,941,732","8,705,952",20.26%
2019-11-15,"226,400", ,0,"350,727","-51,327",20.9,"1,819,787","6,886,165","8,705,952",20.90%
2019-11-14,"226,400",▲,"2,800","237,497","51,937",21.49,"1,871,114","6,834,838","8,705,952",21.49%
2019-11-13,"223,600",▼,"-23,200","610,583","33,275",20.9,"1,819,177","6,886,775","8,705,952",20.90%
2019-11-12,"246,800",▼,"-2,300","228,030","-5,316",20.51,"1,785,902","6,920,050","8,705,952",20.51%
2019-11-11,"249,100",▲,"17,600","293,061","44,161",20.57,"1,791,218","6,914,734","8,705,952",20.57%
2019-11-08,"231,500",▼,"-1,500","96,510","-9,806",20.07,"1,747,057","6,958,895","8,705,952",20.07%
2019-11-07,"233,000",▲,"1,100","160,435","-4,841",20.18,"1,756,863","6,949,089","8,705,952",20.18%
2019-11-06,"231,900",▲,"16,200","394,639","22,645",20.24,"1,761,704","6,944,248","8,705,952",20.24%
2019-11-05,"215,700",▲,"13,700","453,369","-28,879",19.98,"1,739,059","6,966,893","8,705,952",19.98%
2019-11-04,"202,000",▲,"1,200","81,812","1,621",20.31,"1,767,938","6,938,014","8,705,952",20.31%
2019-11-01,"200,800",▲,"8,300","102,817","4,675",20.29,"1,766,317","6,939,635","8,705,952",20.29%
2019-10-31,"192,500",▲,"1,500","119,922","-13,712",20.23,"1,761,642","6,944,310","8,705,952",20.23%
2019-10-30,"191,000",▼,"-2,900","192,597","25,535",20.39,"1,775,354","6,930,598","8,705,952",20.39%
2019-10-29,"193,900",▼,"-6,300","156,298","12,847",20.1,"1,749,819","6,956,133","8,705,952",20.10%
2019-10-28,"200,200",▼,"-2,800","108,111","-16,008",19.95,"1,736,972","6,968,980","8,705,952",19.95%
2019-10-25,"203,000",▲,"3,300","171,784","18,552",20.14,"1,752,980","6,952,972","8,705,952",20.14%
2019-10-24,"199,700",▼,"-4,600","269,204","-62,711",19.92,"1,734,428","6,971,524","8,705,952",19.92%
2019-10-23,"204,300",▲,"11,300","286,529","38,803",20.64,"1,797,139","6,908,813","8,705,952",20.64%
2019-10-22,"193,000",▲,"10,300","357,186","31,437",20.2,"1,758,336","6,947,616","8,705,952",20.20%
2019-10-21,"182,700",▲,"2,500","144,125","-79,496",19.84,"1,726,899","6,979,053","8,705,952",19.84%
2019-10-18,"180,200",▲,"6,100","138,435","6,371",20.75,"1,806,395","6,899,557","8,705,952",20.75%
2019-10-17,"174,100",▲,"1,100","86,556","-5,699",20.68,"1,800,024","6,905,928","8,705,952",20.68%
2019-10-16,"173,000",▼,-900,"182,197","13,609",20.74,"1,805,723","6,900,229","8,705,952",20.74%
2019-10-15,"173,900",▲,"1,400","189,865","60,684",20.58,"1,792,114","6,913,838","8,705,952",20.58%
2019-10-14,"172,500",▼,"-4,400","261,044","26,098",19.89,"1,731,430","6,974,522","8,705,952",19.89%
2019-10-11,"176,900",▼,"-3,700","466,774","-106,760",19.59,"1,705,332","7,000,620","8,705,952",19.59%
2019-10-10,"180,600",▲,"5,600","261,777","10,460",20.81,"1,812,092","6,893,860","8,705,952",20.81%
2019-10-08,"175,000",▲,"22,700","567,960","66,426",20.69,"1,801,632","6,904,320","8,705,952",20.69%
2019-10-07,"152,300",▲,"13,300","370,369","35,625",19.93,"1,735,206","6,970,746","8,705,952",19.93%
2019-10-04,"139,000",▲,"5,000","147,587","23,343",19.52,"1,699,581","7,006,371","8,705,952",19.52%
2019-10-02,"134,000", ,0,"164,783","5,652",19.25,"1,676,238","7,029,714","8,705,952",19.25%
2019-10-01,"134,000",▲,"10,800","317,140","18,103",19.19,"1,670,586","7,035,366","8,705,952",19.19%
2019-09-30,"123,200",▲,700,"129,706","-9,323",19.02,"1,652,483","7,036,969","8,689,452",19.02%
2019-09-27,"122,500",▲,"2,100","153,952",526,19.12,"1,661,806","7,027,646","8,689,452",19.12%
2019-09-26,"120,400",▲,"16,700","473,220","52,453",19.12,"1,661,280","7,028,172","8,689,452",19.12%
2019-09-25,"103,700",▼,-700,"103,319","-16,292",18.51,"1,608,827","7,080,625","8,689,452",18.51%
2019-09-24,"104,400",▲,"4,500","249,939","7,994",18.7,"1,625,119","7,064,333","8,689,452",18.70%
2019-09-23,"99,900",▼,-300,"50,779","-3,451",18.61,"1,617,125","7,072,327","8,689,452",18.61%
2019-09-20,"100,200",▼,"-1,800","61,774","-2,651",18.65,"1,620,576","7,068,876","8,689,452",18.65%
2019-09-19,"102,000", ,0,"59,077","-1,229",18.68,"1,623,227","7,066,225","8,689,452",18.68%
2019-09-18,"102,000",▼,"-2,500","54,814","-19,897",18.69,"1,624,456","7,064,996","8,689,452",18.69%
2019-09-17,"104,500",▼,-500,"55,978","1,338",18.92,"1,644,353","7,045,099","8,689,452",18.92%
2019-09-16,"105,000",▲,"2,500","65,070","-2,527",18.91,"1,643,015","7,046,437","8,689,452",18.91%
2019-09-11,"102,500",▲,"1,000","65,735","-34,170",18.94,"1,645,542","7,043,910","8,689,452",18.94%
2019-09-10,"101,500",▼,"-3,600","77,977","-30,340",19.33,"1,679,712","7,009,740","8,689,452",19.33%
2019-09-09,"105,100",▼,"-2,300","86,659","-15,862",19.68,"1,710,052","6,979,400","8,689,452",19.68%
2019-09-06,"107,400",▲,"4,400","163,780","40,315",19.86,"1,725,914","6,963,538","8,689,452",19.86%
2019-09-05,"103,000",▲,"5,000","274,692","31,049",19.4,"1,685,599","7,003,853","8,689,452",19.40%
2019-09-04,"98,000",▼,"-1,700","145,590","-8,347",19.04,"1,654,550","7,034,902","8,689,452",19.04%
2019-09-03,"99,700",▼,"-1,500","84,073","-10,601",19.14,"1,662,897","7,026,555","8,689,452",19.14%
2019-09-02,"101,200",▼,-700,"58,541","9,355",19.26,"1,673,498","7,015,954","8,689,452",19.26%
2019-08-30,"101,900",▲,900,"51,422","6,400",19.15,"1,664,143","7,025,309","8,689,452",19.15%
2019-08-29,"101,000",▼,"-3,000","78,765","-26,799",19.08,"1,657,743","7,031,709","8,689,452",19.08%
2019-08-28,"104,000",▲,"3,600","102,990","7,746",19.39,"1,684,542","7,004,910","8,689,452",19.39%
2019-08-27,"100,400", ,0,"59,994","23,360",19.3,"1,676,796","7,012,656","8,689,452",19.30%
2019-08-26,"100,400",▼,"-5,700","125,220","13,309",19.03,"1,653,436","7,036,016","8,689,452",19.03%
2019-08-23,"106,100",▼,"-1,200","71,940","4,490",18.87,"1,640,127","7,049,325","8,689,452",18.87%
2019-08-22,"107,300",▲,900,"108,833","-8,832",18.82,"1,635,637","7,053,815","8,689,452",18.82%
2019-08-21,"106,400", ,0,"62,032","-4,493",18.92,"1,644,469","7,044,983","8,689,452",18.92%
2019-08-20,"106,400",▲,"4,700","85,826","15,259",18.98,"1,648,962","7,040,490","8,689,452",18.98%
2019-08-19,"101,700",▲,500,"75,533",-111,18.88,"1,633,703","7,020,749","8,654,452",18.88%
2019-08-16,"101,200",▼,"-3,300","90,188","-1,459",18.88,"1,633,814","7,020,638","8,654,452",18.88%
2019-08-14,"104,500",▲,"4,000","183,431","-31,392",18.9,"1,635,273","7,019,179","8,654,452",18.90%
2019-08-13,"100,500",▼,"-5,600","156,283","5,476",19.26,"1,666,665","6,987,787","8,654,452",19.26%
2019-08-12,"106,100",▼,"-1,500","76,553","5,483",19.19,"1,661,189","6,993,263","8,654,452",19.19%
2019-08-09,"107,600",▼,-800,"99,548","8,535",19.13,"1,655,706","6,998,746","8,654,452",19.13%
2019-08-08,"108,400",▲,200,"128,440","-10,002",19.03,"1,647,171","7,007,281","8,654,452",19.03%
2019-08-07,"108,200",▼,"-1,700","179,178","19,705",19.15,"1,657,173","6,997,279","8,654,452",19.15%
2019-08-06,"109,900",▼,"-9,700","265,449","-7,629",18.92,"1,637,468","7,016,984","8,654,452",18.92%
2019-08-05,"119,600",▼,"-4,300","187,825","-13,028",19.01,"1,645,097","7,009,355","8,654,452",19.01%
2019-08-02,"123,900",▼,"-4,600","256,553","-16,527",19.16,"1,658,125","6,996,327","8,654,452",19.16%
2019-08-01,"128,500",▲,"22,500","663,654","10,947",19.35,"1,674,652","6,979,800","8,654,452",19.35%
2019-07-31,"106,000",▲,"1,100","838,294","-10,817",19.22,"1,663,705","6,990,747","8,654,452",19.22%
2019-07-30,"104,900",▲,"1,700","88,004","-7,656",19.35,"1,674,522","6,979,930","8,654,452",19.35%
2019-07-29,"103,200",▲,"1,900","147,725","-6,377",19.44,"1,682,178","6,972,274","8,654,452",19.44%
2019-07-26,"101,300",▼,"-2,700","113,711","-11,423",19.51,"1,688,555","6,965,897","8,654,452",19.51%
2019-07-25,"104,000",▲,"1,300","91,120","18,769",19.64,"1,699,978","6,954,474","8,654,452",19.64%
2019-07-24,"102,700",▼,"-2,800","132,708","-18,929",19.43,"1,681,209","6,973,243","8,654,452",19.43%
2019-07-23,"105,500",▲,"10,700","399,083","-65,921",19.64,"1,700,138","6,954,314","8,654,452",19.64%
2019-07-22,"94,800",▲,"4,700","112,765","21,912",20.41,"1,766,059","6,888,393","8,654,452",20.41%
2019-07-19,"90,100",▲,900,"60,362","1,145",20.15,"1,744,147","6,910,305","8,654,452",20.15%
2019-07-18,"89,200",▼,-500,"49,383","-20,814",20.14,"1,743,002","6,911,450","8,654,452",20.14%
2019-07-17,"89,700",▼,-700,"63,611","4,640",20.38,"1,763,816","6,890,636","8,654,452",20.38%
2019-07-16,"90,400",▲,400,"76,990","13,253",20.33,"1,759,176","6,895,276","8,654,452",20.33%
2019-07-15,"90,000",▲,"1,200","112,810","13,120",20.17,"1,745,923","6,908,529","8,654,452",20.17%
2019-07-12,"88,800",▼,"-1,500","72,289",-919,20.02,"1,732,803","6,921,649","8,654,452",20.02%
2019-07-11,"90,300",▲,300,"118,161","-4,474",20.03,"1,733,722","6,920,730","8,654,452",20.03%
2019-07-10,"90,000", ,0,"81,994","1,702",20.08,"1,738,196","6,916,256","8,654,452",20.08%
2019-07-09,"90,000",▼,"-2,100","92,337","-9,661",20.06,"1,736,494","6,917,958","8,654,452",20.06%
2019-07-08,"92,100",▲,"1,100","114,252","8,931",20.18,"1,746,155","6,908,297","8,654,452",20.18%
2019-07-05,"91,000",▼,"-1,300","88,127","-8,882",20.07,"1,737,224","6,917,228","8,654,452",20.07%
2019-07-04,"92,300",▲,900,"277,196","2,672",20.18,"1,746,106","6,908,346","8,654,452",20.18%
2019-07-03,"91,400",▼,"-3,100","226,741","-38,375",20.14,"1,743,434","6,911,018","8,654,452",20.14%
2019-07-02,"94,500",▲,"12,600","855,425","-57,107",20.59,"1,781,809","6,872,643","8,654,452",20.59%
2019-07-01,"81,900",↑,"18,900","498,685","-5,843",21.25,"1,838,916","6,815,536","8,654,452",21.25%
2019-06-28,"63,000",▼,"-19,700","1,125,824","43,479",21.32,"1,844,759","6,809,693","8,654,452",21.32%
2019-06-27,"82,700",▼,"-32,200","1,904,105","-120,427",20.81,"1,801,280","6,853,172","8,654,452",20.81%
2019-06-26,"114,900",▼,"-1,500","52,990","46,586",22.2,"1,921,707","6,732,745","8,654,452",22.20%
2019-06-25,"116,400",▼,-900,"33,022","-21,093",21.67,"1,875,121","6,779,331","8,654,452",21.67%
2019-06-24,"117,300",▼,-200,"49,090","-4,360",21.91,"1,896,214","6,758,238","8,654,452",21.91%
2019-06-21,"117,500",▼,-400,"45,547","-7,822",21.96,"1,900,574","6,753,878","8,654,452",21.96%
2019-06-20,"117,900",▲,"7,000","62,772","30,213",22.05,"1,908,396","6,746,056","8,654,452",22.05%
2019-06-19,"110,900",▲,900,"39,628","17,576",21.7,"1,878,183","6,776,269","8,654,452",21.70%
2019-06-18,"110,000",▼,"-4,500","77,510","3,929",21.5,"1,860,607","6,793,845","8,654,452",21.50%
2019-06-17,"114,500",▼,"-1,100","36,865",-980,21.45,"1,856,678","6,797,774","8,654,452",21.45%
2019-06-14,"115,600",▼,"-1,900","37,009","-10,521",21.46,"1,857,658","6,796,794","8,654,452",21.46%
2019-06-13,"117,500",▲,500,"60,952","9,123",21.59,"1,868,179","6,786,273","8,654,452",21.59%
2019-06-12,"117,000",▼,"-1,500","40,173","-53,678",21.48,"1,859,056","6,795,396","8,654,452",21.48%
2019-06-11,"118,500",▲,"2,900","61,365","-60,202",22.1,"1,912,734","6,741,718","8,654,452",22.10%
2019-06-10,"115,600",▲,"3,600","58,086","-6,364",22.8,"1,972,936","6,681,516","8,654,452",22.80%
2019-06-07,"112,000",▲,"1,500","47,382","-3,554",22.87,"1,979,300","6,675,152","8,654,452",22.87%
2019-06-05,"110,500",▲,500,"60,349","-23,585",22.91,"1,982,854","6,671,598","8,654,452",22.91%
2019-06-04,"110,000",▲,200,"60,190","-13,196",23.18,"2,006,439","6,648,013","8,654,452",23.18%
2019-06-03,"109,800",▼,"-2,400","98,742","7,624",23.34,"2,019,635","6,634,817","8,654,452",23.34%
2019-05-31,"112,200",▲,"9,800","133,172","14,554",23.25,"2,012,011","6,642,441","8,654,452",23.25%
2019-05-30,"102,400",▼,"-5,600","226,654","-65,791",23.08,"1,997,457","6,656,995","8,654,452",23.08%
2019-05-29,"108,000",▼,"-6,500","99,058","-57,976",23.84,"2,063,248","6,591,204","8,654,452",23.84%
2019-05-28,"114,500",▲,"3,100","61,089","-3,714",24.51,"2,121,224","6,533,228","8,654,452",24.51%
2019-05-27,"111,400",▲,"1,700","61,631","-9,825",24.55,"2,124,938","6,529,514","8,654,452",24.55%
2019-05-24,"109,700", ,0,"52,319","-12,586",24.67,"2,134,763","6,519,689","8,654,452",24.67%
2019-05-23,"109,700",▼,"-3,400","98,713","-40,495",24.81,"2,147,349","6,507,103","8,654,452",24.81%
2019-05-22,"113,100",▲,"6,900","135,417","125,626",25.28,"2,187,844","6,466,608","8,654,452",25.28%
